"","acne","actinic keratosis","acute myeloid leukemia","adrenal adenoma","alcoholism","allergic asthma","allergic contact dermatitis","alopecia areata","alzheimer's disease","aortic aneurysm","asthma","astrocytoma","atopic dermatitis","autism","bacterial meningitis","bipolar disorder","bladder cancer","breast lobular carcinoma","cerebral palsy","cervical squamous cell carcinoma","cervical intraepithelial neoplasia","chronic lymphocytic leukemia","chronic obstructive pulmonary disease","colorectal adenocarcinoma","crohn's disease","cystic fibrosis","dengue fever","dilated cardiomyopathy","discoid lupus erythematosus","down syndrome","duchenne muscular dystrophy","emphysema","endometrial carcinoma","endometriosis","gastric adenocarcinoma","head and neck squamous cell carcinoma","chronic hepatitis b (carrier)","chronic hepatitis c","hepatocellular carcinoma","hiv","hodgkin's lymphoma","huntington's disease","idiopathic pulmonary fibrosis","influenza","irritable bowel syndrome","ischemic cardiomyopathy","ischemic stroke","juvenile idiopathic arthritis","leukopenia","limb-girdle muscular dystrophy","non-small cell lung carcinoma","major depressive disorder","teratozoospermia","malignant pleural mesothelioma","measles","multiple sclerosis","myocardial infarction","nasopharyngeal carcinoma","obesity","esophageal squamous cell carcinoma","osteoarthritis","osteoporosis","pancreatic cancer","parkinson's disease","placental malaria","polycystic ovary syndrome","preeclampsia","prolactinoma","prostate cancer","psoriasis","pulmonary arterial hypertension","clear-cell renal cell carcinoma","rheumatoid arthritis","rosacea","sarcoidosis","sepsis","sickle cell disease","systemic lupus erythematosus","essential thrombocythemia","thyroid carcinoma","type 1 diabetes mellitus","type 2 diabetes mellitus","ulcerative colitis","vulvar intraepithelial neoplasia"
"dilated cardiomyopathy",0.0104481204328745,0.00799112467794535,0.00705811698168234,0.00913612401252832,0.00687743613878503,0.00951298035763881,0.0124174391706638,0.00987785873220915,0.023268479408267,0.0273580065535912,0.00833131246818391,0.00633081844587823,0.0112829929101649,0.00615144481017604,0.00966527441586766,0.00416713797198679,0.00689005546865787,0.0139006514641974,0.0198568655101405,0.0131758996255752,0.00540622785582769,0.00849097117846286,0.00725304578549028,0.00770437626220774,0.00928681835526291,0.00795182003442989,0.00668253465201558,NA,0.0129872523649038,0.0101145979316211,0.12916899826682,0.00776930069089006,0.00751549981438584,0.00608589253547845,0.0147034124841856,0.0113686762241772,0.00737023657721523,0.013586637672362,0.00532534116925248,0.00869642505108135,0.00532018304666275,0.0105746751227914,0.0132426931911589,0.00629452528017697,0.00821543546064951,0.277344517402869,0.0176977093107112,0.0167767233323305,0.00609802656437729,0.0524787772396652,0.0126975592860157,0.0055209770221823,0.00376506539780193,0.0118514821451749,0.00605028822650302,0.0138871913063882,0.0759834033624054,0.0143839840846425,0.0186736515854637,0.0141303820488053,0.0228985033707346,0.015094441823227,0.00508466018576004,0.0111037847995934,0.00710421379258333,0.0053651636186854,0.0221033269069346,0.0120524632414901,0.00584836876039046,0.0149356911921109,0.0352399225738109,0.00438056872163859,0.0161050301897196,0.00995474523638797,0.00961842266723325,0.00765635082330875,0.00763631235906989,0.0152144328613051,0.0048773223876174,0.00762157591764406,0.0115422069421684,0.00973192434831756,0.00857570432074724,0.00527312388142349
"discoid lupus erythematosus",0.0819869565534129,0.0337598285868763,0.00425838438264634,0.00611007612849067,0.00663828281738571,0.0136166598422166,0.0430438982441331,0.0908350595395435,0.00734724601151394,0.00939049945440503,0.00982472919249092,0.0102667101430922,0.0638274987312309,0.00616338521131604,0.00952382498720466,0.00561422802096076,0.00885833242418594,0.00537892367380252,0.00926183171204916,0.0190824957847862,0.00939317037542071,0.0099465376023331,0.005712579823163,0.00662550012793343,0.0245220163900233,0.00936591340246797,0.0167831916409944,0.0129872523649038,NA,0.0074295615563835,0.0148946606999303,0.00971966750823685,0.00844107993358962,0.00719722000154652,0.0123671265792935,0.00810932833835938,0.0151869663888034,0.025456167740236,0.00376506539780193,0.00931206055887814,0.00749406546054084,0.00534814905445458,0.01261106847668,0.0152054731374269,0.00934315258047548,0.0118828645282481,0.0121647466781718,0.0381948056729143,0.01509762799819,0.0103174140104849,0.00816177215520588,0.00708764348397303,0.00522088379206792,0.00870209818458065,0.0169534107846389,0.0327024841779063,0.00849211683679061,0.0137903512368559,0.00652111127456681,0.00718631840801705,0.017655412483469,0.00782203349621777,0.00693310316807189,0.00824888408428302,0.028327787457315,0.00757188556439025,0.0135165860879905,0.00634498883642977,0.00667187919796663,0.114506267459155,0.00848175485710598,0.00531463793232391,0.0333723193589315,0.137928461319582,0.0236071119177699,0.00860455993874238,0.00984045233897243,0.128178697502568,0.00665075561988921,0.00632796583941614,0.0106783232167848,0.0075942644627969,0.0284147785303895,0.00966041400903807
"down syndrome",0.00910924840296074,0.00853417401651763,0.0145084822735179,0.00439035299824085,0.0117101792703415,0.0101864698923265,0.00499616002133706,0.0100387682195899,0.0651145200625831,0.00595150848306191,0.0107045858167192,0.0322329460978238,0.00786160594422085,0.0172823496546984,0.00619392703676667,0.012793002022519,0.00775402801147289,0.00640554499091978,0.0103583289019729,0.00814832420053038,0.00597322736676123,0.014231980689477,0.0069245041137951,0.0085066186506376,0.00903763480348512,0.0311366550445988,0.00647603157940429,0.0101145979316211,0.0074295615563835,NA,0.0190230784602723,0.00499327732307436,0.00667154468708862,0.00650889739511908,0.00758382658777476,0.00772226875367441,0.00619223852974141,0.0065092081759325,0.00497449163773645,0.00513803010208599,0.00698984054822521,0.081143668886168,0.00747179383985434,0.00567622541310475,0.00611703191888045,0.00930618874604429,0.0197638233097614,0.0105348623452442,0.00776613129289922,0.00968561144262582,0.00643827395841153,0.0105904651523839,0.00967495152967853,0.00765422090716606,0.00835117732264856,0.0203881626084835,0.0113356650924783,0.00758820717422352,0.00900436325572246,0.00869392502381387,0.014706915970542,0.0178300590637335,0.00730395325157583,0.0230303835247848,0.00830174190628374,0.0237581518670218,0.00838231565966722,0.0080576679074426,0.00702040152076075,0.00626925459424586,0.0114929820871502,0.00664867212855571,0.0113366883443016,0.00681963808024651,0.00555494856305274,0.00665776740116369,0.030865546013853,0.00679174326227289,0.0102265208013189,0.00832427346719499,0.0152433447050724,0.00594467360004756,0.00721847111408503,0.00549189683684458
"duchenne muscular dystrophy",0.0166240636722833,0.0153674348222821,0.00543306771626646,0.00814138169651335,0.00662662755329121,0.00698168034769444,0.0126340354626798,0.0115732342466823,0.0420151927254841,0.00783192002835197,0.00716795136102199,0.0153170674959927,0.0215221177355982,0.0101355164424758,0.0105899562717941,0.00789219230166508,0.00610262132407126,0.0150462896621976,0.0618287088582068,0.0128829557426537,0.0059386725236428,0.00496404771350788,0.00987837160673201,0.00521811409174783,0.0123092066398621,0.00813376870752079,0.0510843723783748,0.12916899826682,0.0148946606999303,0.0190230784602723,NA,0.00775257948479667,0.00542240200028456,0.00422324954966304,0.0114489986543682,0.0107964371861393,0.00586948504780229,0.00904911680221253,0.00720914768988074,0.00511329020344348,0.00414658524985507,0.014085268404644,0.0103447881711643,0.00601740948276891,0.00551287616807798,0.0366133617719332,0.00942047336324663,0.022327198388626,0.00462045758141889,0.209842172320894,0.0073719062798514,0.0086894882877011,0.00522088379206792,0.0117344636558182,0.00560865697910091,0.0109682780857466,0.0115153613723643,0.0176732765671782,0.00959660571166202,0.0154941499809689,0.0271953897280598,0.0176157852736791,0.00535754075047634,0.0104308412418148,0.0086864176874512,0.010108411966079,0.00698282305127759,0.00946851165214641,0.00558125247657876,0.0122311170824686,0.0164153850673955,0.00589595808037833,0.020803698974712,0.0118241497839411,0.00785599173034296,0.0090922243111102,0.00812938018608969,0.0164503875512791,0.0054905368309795,0.0112222944216567,0.0105494244774097,0.0100241317977934,0.00990246399451243,0.00468572444381989
"emphysema",0.0090792373050337,0.00863146800652826,0.0064488253370521,0.00611803618287028,0.00758923141080312,0.0942287663842423,0.00743910775263818,0.0168223411043619,0.0058997605814235,0.0169411862905276,0.119669078587664,0.0104985478321233,0.0136338798378913,0.00464101930500584,0.00692178729591761,0.00432159419916582,0.00956839544236487,0.00431899930421258,0.00837580415220778,0.0143883073227419,0.00724011068565027,0.00910876656107798,0.256285987226434,0.00917384233987433,0.0122954524721491,0.0294170536355871,0.00885391000855133,0.00776930069089006,0.00971966750823685,0.00499327732307436,0.00775257948479667,NA,0.00919580892733767,0.0058097882178717,0.0154055553106006,0.0101080885869434,0.011867229606818,0.0122175823112287,0.00556185546211574,0.00813833069533087,0.00640371846081346,0.00734965882257127,0.171077385793537,0.0099731329149074,0.00746214954289751,0.00824694305831488,0.00902623323149231,0.00917200593959019,0.0117538533366426,0.00485681511449815,0.0335012290551438,0.0047961860707027,0.00524652349442442,0.0315339267740923,0.0115719423295338,0.0082002984600941,0.00751307888191715,0.0125142967499974,0.00775621862602064,0.00845253950833915,0.0109182677680598,0.0057920053073005,0.0095787844048865,0.00635360863120596,0.0249465880295261,0.00645154010761898,0.0130889371521485,0.0087645390736084,0.0100620177211838,0.0167938010442398,0.0298257957950691,0.00700747683362321,0.0106093251125519,0.008510226184745,0.0253897579922422,0.0115410732652505,0.00919614000397841,0.0165579158355763,0.00690172776644164,0.00849730898869719,0.00822678064032901,0.00746424968569714,0.0119811447986248,0.00743081515365598
"endometrial carcinoma",0.0120094117816755,0.0242407570500173,0.00522366587031163,0.0105543339303675,0.0108267031439247,0.00988513796195339,0.0132440961348319,0.0053283673733961,0.00716433900656096,0.0108847435326993,0.0059668162010235,0.0234028864133206,0.00740808827620541,0.0074614116223181,0.00561650508572826,0.00559945059199659,0.0856268319402591,0.0268706398732299,0.00487490327944036,0.140354873211119,0.0668597176216846,0.00788091902415964,0.00965580046865509,0.0911869773951228,0.00869972016146968,0.0122688283831792,0.0483086996550726,0.00751549981438584,0.00844107993358962,0.00667154468708862,0.00542240200028456,0.00919580892733767,NA,0.1083646907434,0.124479831240872,0.0934199137485043,0.00495475265800305,0.00759694200814211,0.0900064590443944,0.0043159253061936,0.0066174284950465,0.00544704359273862,0.00882150120579974,0.0101474673085953,0.00778089405729956,0.00885103021411269,0.00574799553753975,0.00698323825731121,0.00942706731997439,0.00432633936940199,0.0908109069214934,0.00597178010340542,0.00613646249652746,0.0366669825277334,0.00656405965413609,0.00462448683228313,0.00856240701531666,0.0571851878469519,0.00891690764152557,0.0443860872990789,0.00598535009818667,0.00571379592865959,0.0835789377848382,0.00515914944435225,0.00516339034357627,0.0474940302306797,0.00990605323009002,0.00766502448150664,0.127233860923525,0.0153264539080365,0.00831265348757733,0.0439935347151918,0.00803174845774126,0.00704642929565813,0.00557467097422392,0.00755420401826506,0.00507245189646623,0.00879868557348921,0.00652971330285654,0.0694652767770222,0.00683504003397459,0.00610013195944652,0.00930949625835748,0.0879068816854384
"endometriosis",0.00788335952010816,0.00676555981147235,0.00523270800792775,0.0091090760304254,0.0105745068579452,0.00671062850744803,0.00614380522272661,0.00565396669449453,0.00569218556020088,0.00809277444062897,0.00547258786523838,0.0050678749426892,0.005035948299621,0.00470697682765939,0.0047242915012492,0.00930851749597074,0.0185224837159734,0.0112831045120067,0.00532534116925248,0.0131650382839156,0.0083983592945016,0.00490057925307984,0.00664493751149384,0.00673291152696241,0.0116948443223064,0.00732330490901483,0.00668587940981236,0.00608589253547845,0.00719722000154652,0.00650889739511908,0.00422324954966304,0.0058097882178717,0.1083646907434,NA,0.00653758600033174,0.00469613016736133,0.00510164309863124,0.00712869459852988,0.00376506539780193,0.0137542172290474,0.00590940335030066,0.00435357938453616,0.0067095455953675,0.00536027754164914,0.00618034133176931,0.00416109074342405,0.00490142794672065,0.00563636613252973,0.0052706304118328,0.00376506539780193,0.00573722186197087,0.00833878815160861,0.0334631726671064,0.0200593168284889,0.0070942005599176,0.00624445018697274,0.00515343045164895,0.00546899607545033,0.00675586114288661,0.00851851096604175,0.00607307579638256,0.00650125631927219,0.00612773695499472,0.00599233737766746,0.00686361298078768,0.0591681775944178,0.0120855687061448,0.0103162560797211,0.0569886614978566,0.0062483331745693,0.00504871484832274,0.00755904538538833,0.00583744039325128,0.00697262151423851,0.00531280548798343,0.00916373119913221,0.00602548982867123,0.00460701096688055,0.00630499016721198,0.00654444342306932,0.00594120985701646,0.00606502354361262,0.0127069665042066,0.0131961300658387
"gastric adenocarcinoma",0.00751038269863611,0.0454099925165672,0.00735926906339709,0.0108767967160218,0.0174427734916745,0.0176992193461805,0.0111276520760109,0.00887350793938501,0.00730222728662522,0.0104506104421585,0.00909695086188249,0.0340490424655102,0.00636911286458777,0.0067291311346203,0.0068086532703762,0.00462584798213952,0.122379285397723,0.0529729464766581,0.0146840511306514,0.120745945122955,0.0275467122510017,0.0107460308517863,0.00824618630126053,0.15521741685985,0.0246287475115624,0.0153370657032951,0.00873638019256071,0.0147034124841856,0.0123671265792935,0.00758382658777476,0.0114489986543682,0.0154055553106006,0.124479831240872,0.00653758600033174,NA,0.174917236881011,0.00971243473284065,0.0109659316786876,0.0893895968034264,0.00456975924151513,0.0119128744076568,0.00935328099561859,0.0232787235088123,0.00626130996748042,0.0121910706217224,0.00877411407353695,0.0108649292311935,0.0119272137991505,0.0123854815770719,0.0102203431025537,0.0924313790112321,0.00589024541403489,0.00642210767317049,0.0503696981909646,0.00681547986370174,0.0087807238724351,0.00780496477451831,0.146847335506407,0.00572421271494189,0.164316593092685,0.0128293266506528,0.00646583953464429,0.122469953120431,0.00768704901223078,0.00537305048920411,0.00533752401415571,0.0113980329464794,0.0104038760772103,0.0888429474654768,0.0094875697550381,0.00988223460505729,0.0143121474870639,0.012315009275109,0.00877506136458453,0.00840917350455766,0.00971492012352355,0.00584584293972192,0.00626925459424586,0.00785227041189448,0.0655446224271386,0.00781708761889749,0.00653395786616882,0.0222285695461295,0.0114375605533611
"head and neck squamous cell carcinoma",0.0112145986501897,0.084043907085175,0.0200390413221717,0.00762631163796695,0.066412100657929,0.0103694246760084,0.014439291836791,0.00517946583969932,0.00505247548266419,0.00832543838168427,0.00732946202741878,0.0390992364849315,0.00752980579944025,0.0053796504479448,0.00736219556127081,0.00498433828090382,0.121633624672639,0.0413978152045989,0.0089462165581393,0.216141468905679,0.0837887541752008,0.0228254968335058,0.00962427155616014,0.0886748083144066,0.0174507017401843,0.00809292716267364,0.00537737977864778,0.0113686762241772,0.00810932833835938,0.00772226875367441,0.0107964371861393,0.0101080885869434,0.0934199137485043,0.00469613016736133,0.174917236881011,NA,0.00657238273929553,0.00643291980371814,0.0442623476035523,0.00547908018487608,0.0283120507227936,0.00531574055013316,0.015632187949649,0.00549297559004454,0.00750262044062274,0.00758645078760516,0.00596198735346438,0.00831967853744679,0.0112258208753542,0.00992251953802622,0.120641677742259,0.0490015392694652,0.00946911222148352,0.0432676248050163,0.00714701583116935,0.00586725171874855,0.00597059164746741,0.201403257301669,0.00594735311846508,0.267499074911026,0.00992239406179125,0.00580744563766223,0.0690400414557368,0.00584289299422923,0.00571746862425023,0.00532498294330731,0.00893908568876075,0.00902416971457436,0.0895468900441271,0.0134568243524664,0.0106466227834997,0.0224257349703988,0.0374456853208278,0.0149687262639277,0.00707751217333302,0.00749330556182634,0.0130805352532994,0.00503869922515492,0.0163773570445889,0.0679497567123791,0.0060629540010913,0.00518833691131411,0.0187386600235989,0.0631925680322858
"chronic hepatitis b (carrier)",0.00732402516168416,0.00615250060751682,0.0166990138718214,0.00561428159841781,0.0141217282765549,0.0191037059887291,0.0232500110899072,0.0158831110080672,0.00551962399587822,0.00722853568018995,0.0138917748737916,0.00834609984398666,0.00958105789846957,0.00630981428216952,0.00956181473677491,0.0054831883551818,0.00871128537127619,0.00560366459856913,0.01116144279348,0.0608353580411511,0.00802252167038841,0.0146459501174303,0.00559404156144941,0.00980711767811374,0.049581560011118,0.0132043672565779,0.0794929601413083,0.00737023657721523,0.0151869663888034,0.00619223852974141,0.00586948504780229,0.011867229606818,0.00495475265800305,0.00510164309863124,0.00971243473284065,0.00657238273929553,NA,0.310970056045465,0.134223514045182,0.112235623588632,0.00913874941444977,0.00525215242687665,0.0107620749332213,0.0841263668008559,0.00839306513609553,0.0063814911541062,0.0151066424902803,0.0270082668876357,0.010528018430017,0.00412543408231277,0.00468615211205753,0.00876636744864852,0.00613646249652746,0.0064604506250417,0.0819651364634744,0.0555081807505453,0.0100764273337124,0.0111204705719092,0.00782321995697313,0.00509852956303792,0.00920766035138022,0.0070137131161722,0.0228788423473433,0.00773274160464763,0.0290652164919473,0.0113340189743621,0.0515419955734254,0.00462444864144443,0.00762249212659487,0.023033042228691,0.00628714361355163,0.00523826318266181,0.0157240087120635,0.00751475965701185,0.0646938989460654,0.0668221821309695,0.0139170388644157,0.0198319581345999,0.0122999019676448,0.0102103838839056,0.0335432116411494,0.00798974161265867,0.0507787980162526,0.00586011181633372
"chronic hepatitis c",0.00969704046637225,0.00834517971128002,0.00542097611886516,0.00448573057176521,0.00566599252184337,0.0159987532070536,0.014669194956961,0.0222089159120266,0.00703107989073831,0.00918674165017593,0.0110181662770496,0.0107588130213601,0.00703326098868829,0.00688580693322322,0.00992899259638608,0.0101934274220169,0.00929798941865698,0.00699057115483908,0.0126787888155173,0.0641827932397532,0.00831883300437247,0.0142144491513931,0.00961606357731837,0.0105467558445604,0.047862947262273,0.0230687996007072,0.0751040608846829,0.013586637672362,0.025456167740236,0.0065092081759325,0.00904911680221253,0.0122175823112287,0.00759694200814211,0.00712869459852988,0.0109659316786876,0.00643291980371814,0.310970056045465,NA,0.0927890308044427,0.0718010630772744,0.00982230615618226,0.00864663980533988,0.0254535731342948,0.0771222245239751,0.0089184681797458,0.00589387142996445,0.0133154592873396,0.0186556609226785,0.0103160451877883,0.00459572245960547,0.00711000776647357,0.00760649912430329,0.00679247798914426,0.00857649101509324,0.0918395543715145,0.0511765043375862,0.0110826950646305,0.0136425747962295,0.0141857283500654,0.00521843752775648,0.00639106429207729,0.0063632116191172,0.0250019909600231,0.00729673616806627,0.039544142573553,0.0190678919323589,0.0513059802969212,0.00547507527019876,0.0125314176607269,0.0459983462607871,0.00829074230646322,0.00565446947801516,0.0139907284694725,0.0105182899301113,0.0749374083632962,0.0725979217155569,0.012908048415427,0.0271549808157612,0.0105426633534382,0.0113056433123818,0.0250276452473322,0.0135386415423985,0.0469872511022163,0.00593213066645514
"hepatocellular carcinoma",0.00880628620217198,0.0193016557922359,0.0481233635311413,0.00856437734959079,0.0170590193676109,0.0115682180723471,0.00986121119391441,0.00527616501218704,0.0047242915012492,0.00790642320661153,0.00376506539780193,0.0140181871027869,0.00775213625041594,0.00376506539780193,0.00460685131250451,0.00435848682434356,0.0169846917767658,0.0194957267099284,0.00432849238254871,0.0547896833500387,0.0313377773056689,0.0121599156950735,0.00605556678980027,0.0737188369795193,0.0511234092385503,0.00737764201871407,0.0253932365986369,0.00532534116925248,0.00376506539780193,0.00497449163773645,0.00720914768988074,0.00556185546211574,0.0900064590443944,0.00376506539780193,0.0893895968034264,0.0442623476035523,0.134223514045182,0.0927890308044427,NA,0.0115787502844178,0.0112204301163937,0.00376506539780193,0.00629771785333073,0.00836288445546643,0.00654042645325372,0.0074207884405676,0.00421210938130273,0.00739228219285792,0.00695340260670562,0.0106757534915872,0.0675772687557544,0.00464705969572591,0.00522088379206792,0.0226076208879323,0.00766077433984703,0.00526717411323119,0.00632133672638445,0.0537502102299312,0.0119881550539321,0.0577815649419069,0.00525876669980807,0.00566599252184337,0.0549907916697933,0.00376506539780193,0.00566599252184337,0.00670582198842294,0.00604388628920731,0.00721098715975936,0.0161442366539607,0.0133283380274202,0.00592241304431907,0.0147384733537623,0.00690137836934774,0.00803123743240187,0.00595143871072654,0.0050472054620336,0.00632595619515842,0.00911505132696305,0.00632451174348551,0.0233193119848033,0.00539767775306785,0.00591038860148454,0.0558234993080787,0.0201150435121147
"hiv",0.00511681675377445,0.0114141811529661,0.0513653737119189,0.00898844093822474,0.0133703276076274,0.0092471043235215,0.00682858994000456,0.00958965227442857,0.00838558434379912,0.00715629268335107,0.00967569639484973,0.0041815371699951,0.00603383530568783,0.00376506539780193,0.0087734288980648,0.0100154156486917,0.00460685131250451,0.00725689481838905,0.00596369012513155,0.0190647188735429,0.0116401614729734,0.0164350747923589,0.00469109515972682,0.00542436295988142,0.00547663677943704,0.0125855907579738,0.0620156622900339,0.00869642505108135,0.00931206055887814,0.00513803010208599,0.00511329020344348,0.00813833069533087,0.0043159253061936,0.0137542172290474,0.00456975924151513,0.00547908018487608,0.112235623588632,0.0718010630772744,0.0115787502844178,NA,0.0101690986186533,0.00484414340037403,0.0149691908924342,0.0612257913534522,0.00999638295619097,0.00912551131176215,0.0096352191452412,0.0108686405071047,0.00627896186476539,0.0100575367166895,0.0107233608874822,0.00848632814683042,0.0105470620825696,0.00546448775681176,0.064297583034419,0.0119426100594489,0.0120438475597011,0.00843305639766782,0.0126401363768018,0.00770052550901828,0.0476701916937042,0.0139884847630333,0.00589458241623179,0.00740685609744015,0.0136791849784857,0.00401823779470682,0.00504355024711599,0.0053357862958019,0.00792020376399157,0.0101826107640117,0.00460798727855276,0.00795681882629302,0.00897857565422449,0.00649075771655717,0.0470527744840598,0.0398146796096711,0.00963357316333337,0.0131903063053689,0.0114905967120255,0.00417219614584177,0.00592244599113666,0.00910764855810393,0.00504726390465464,0.0109096585117439
"hodgkin's lymphoma",0.00471232839416455,0.0136057666651566,0.0807173747355975,0.00496179560023339,0.00771760489793122,0.00808259732130776,0.00604468371840134,0.00547479965962633,0.00588533933863856,0.0102957063387567,0.00594948880618367,0.0895859696381449,0.00566599252184337,0.00414553959663551,0.00559280861405953,0.00490662037253245,0.0194018167978006,0.0115623975024536,0.00582614311451896,0.00922302558832525,0.0120185808934943,0.150900694297423,0.00615136543082739,0.00584595401396915,0.00649194031949629,0.00715080997673082,0.00766815415420499,0.00532018304666275,0.00749406546054084,0.00698984054822521,0.00414658524985507,0.00640371846081346,0.0066174284950465,0.00590940335030066,0.0119128744076568,0.0283120507227936,0.00913874941444977,0.00982230615618226,0.0112204301163937,0.0101690986186533,NA,0.00793711714265424,0.00781833983960773,0.00661290884356404,0.00837336688073453,0.00624880331282018,0.00603993905258853,0.0126416418564095,0.0178385292516297,0.00376506539780193,0.0173001113761018,0.00907087218271016,0.00536057089296192,0.0168764807480778,0.00781095666119519,0.011085541126466,0.00551263422631221,0.0244865202146489,0.0057694207284817,0.00882435894499562,0.00632732218447709,0.00483501112740451,0.00995356138693794,0.00672207715285369,0.0073681516326104,0.00401044672862698,0.00606538629249837,0.00645087340919131,0.00867912414641682,0.0242967218119925,0.0055275835990458,0.00447928090617912,0.00890166905841279,0.00434646781828481,0.0105611436478574,0.00740295102417545,0.00441593412353624,0.0102080387946862,0.0489519405952988,0.0152482482636558,0.00898399949722576,0.00730819344659424,0.00733662243113677,0.00376506539780193
"huntington's disease",0.00571045044122814,0.00741884142604956,0.00429037491655607,0.00662510262459622,0.00966702246390966,0.00747052619545016,0.00570332190382056,0.00407961514598864,0.103857662000007,0.00860149781741948,0.00582516648216029,0.0092034878582155,0.00376506539780193,0.010724905140501,0.0214280500132577,0.0191913229974819,0.00784229050655844,0.00418016887396151,0.0253317318926932,0.0059083042458107,0.00681196810273394,0.00786986770673183,0.00406927112943127,0.00727196252639345,0.00829504608799999,0.0216055549017255,0.00436859060976088,0.0105746751227914,0.00534814905445458,0.081143668886168,0.014085268404644,0.00734965882257127,0.00544704359273862,0.00435357938453616,0.00935328099561859,0.00531574055013316,0.00525215242687665,0.00864663980533988,0.00376506539780193,0.00484414340037403,0.00793711714265424,NA,0.00625038528858224,0.00460184202267467,0.00486645586118091,0.0143191714506835,0.02905701388391,0.0110122758915864,0.0055594468818729,0.0118531730828451,0.00527515140964087,0.0170568920459061,0.0109733190539739,0.00565141409597727,0.00985053045538524,0.042925147457317,0.0101068413368606,0.00583994526763327,0.00757893695348636,0.00555494856305274,0.00643800919299799,0.00661022034643769,0.010041033452781,0.0723401835220447,0.00416963835697805,0.00454148378309833,0.00811767660169412,0.00666615517506079,0.0064297615151363,0.00504274252556281,0.00497729901394044,0.00405793949419813,0.00468022004475182,0.00511681675377445,0.00705477251390219,0.00588145701826281,0.020328041572787,0.00680606695736076,0.00673341010874036,0.00918165020913851,0.00988902237190526,0.00643586288288431,0.00504274252556281,0.00465500191751349
"idiopathic pulmonary fibrosis",0.010327820741126,0.0135608875262339,0.00762877017633565,0.00465920419528266,0.00674408481588395,0.0622902269573432,0.0126817684760104,0.0132286828748329,0.00737278508824221,0.0109717833775158,0.0905748756908198,0.00947041922621416,0.00911007481392217,0.00636442466197786,0.00565390698986709,0.00496335093516793,0.00981492927109961,0.00597165503112734,0.0108000873371124,0.0164559404056792,0.00965793718409436,0.0113793055153235,0.146016403830225,0.0188572730538484,0.0146809952252077,0.0253027084543256,0.00700510841620164,0.0132426931911589,0.01261106847668,0.00747179383985434,0.0103447881711643,0.171077385793537,0.00882150120579974,0.0067095455953675,0.0232787235088123,0.015632187949649,0.0107620749332213,0.0254535731342948,0.00629771785333073,0.0149691908924342,0.00781833983960773,0.00625038528858224,NA,0.0130189443567051,0.00957521651465655,0.0128706613595958,0.00890827949393858,0.0121837190029739,0.0139493829626707,0.00666899796435203,0.0670347286948029,0.00488523680204728,0.00376506539780193,0.0374528658643507,0.00927594697079277,0.00753536776610082,0.0144451827354262,0.0175001963709525,0.00636986323215951,0.0133337314600264,0.0297202338648133,0.006549766864713,0.0155059269408273,0.0052967955847273,0.00689658822571909,0.00605622527428084,0.0109277912144804,0.0072779811380888,0.0134082208334706,0.014210280826053,0.0580743115454933,0.00672173480894961,0.0141028027339831,0.00870026192296064,0.0371455534938926,0.00908851420227126,0.0068198120885005,0.0185623821742416,0.00894966545716027,0.0102909445494662,0.00775267314807513,0.00783451588120887,0.0200122844566328,0.00649664958364691
"influenza",0.016342758207732,0.0131809950509485,0.00890981256954156,0.00376506539780193,0.0141576564066777,0.012861349868477,0.0085839543689399,0.00704556233200127,0.0144858745411468,0.00741588033688189,0.0178909587974358,0.00574487489823853,0.0109850364457016,0.00709980011061767,0.13460547547392,0.00634947523396299,0.00862536250829619,0.00657817297143534,0.00726794896574077,0.0140074507068409,0.010371190064455,0.00916472605745246,0.0189147312628974,0.00554701126489148,0.0121541022638356,0.00941122067682404,0.148353737946569,0.00629452528017697,0.0152054731374269,0.00567622541310475,0.00601740948276891,0.0099731329149074,0.0101474673085953,0.00536027754164914,0.00626130996748042,0.00549297559004454,0.0841263668008559,0.0771222245239751,0.00836288445546643,0.0612257913534522,0.00661290884356404,0.00460184202267467,0.0130189443567051,NA,0.00700350140858547,0.00674397006884347,0.00914904158538395,0.0227783536790644,0.0730114506190126,0.00376506539780193,0.00778594081613266,0.00808099975088271,0.00661817946706012,0.00689333352295101,0.093904796364965,0.017701355479792,0.0202722539553208,0.00985156612917673,0.012291115351015,0.00446534375325898,0.0128714821294698,0.01415070345546,0.00511278599213077,0.00987738689942353,0.0214402743994037,0.00596411911344833,0.00663588551331881,0.00641878411320397,0.00751855648697465,0.0428551036159965,0.00952104027076352,0.00542064787362684,0.0154688392094579,0.0111193599613549,0.0566039255898417,0.0310280697330789,0.0101353308950971,0.050142409610333,0.00722399839080214,0.00731924030768199,0.0513678307909644,0.00504519391693745,0.0157778291404557,0.0130189968513097
