"","acne","actinic keratosis","acute myeloid leukemia","adrenal adenoma","alcoholism","allergic asthma","allergic contact dermatitis","alopecia areata","alzheimer's disease","aortic aneurysm","asthma","astrocytoma","atopic dermatitis","autism","bacterial meningitis","bipolar disorder","bladder cancer","breast lobular carcinoma","cerebral palsy","cervical squamous cell carcinoma","cervical intraepithelial neoplasia","chronic lymphocytic leukemia","chronic obstructive pulmonary disease","colorectal adenocarcinoma","crohn's disease","cystic fibrosis","dengue fever","dilated cardiomyopathy","discoid lupus erythematosus","down syndrome","duchenne muscular dystrophy","emphysema","endometrial carcinoma","endometriosis","gastric adenocarcinoma","head and neck squamous cell carcinoma","chronic hepatitis b (carrier)","chronic hepatitis c","hepatocellular carcinoma","hiv","hodgkin's lymphoma","huntington's disease","idiopathic pulmonary fibrosis","influenza","irritable bowel syndrome","ischemic cardiomyopathy","ischemic stroke","juvenile idiopathic arthritis","leukopenia","limb-girdle muscular dystrophy","non-small cell lung carcinoma","major depressive disorder","teratozoospermia","malignant pleural mesothelioma","measles","multiple sclerosis","myocardial infarction","nasopharyngeal carcinoma","obesity","esophageal squamous cell carcinoma","osteoarthritis","osteoporosis","pancreatic cancer","parkinson's disease","placental malaria","polycystic ovary syndrome","preeclampsia","prolactinoma","prostate cancer","psoriasis","pulmonary arterial hypertension","clear-cell renal cell carcinoma","rheumatoid arthritis","rosacea","sarcoidosis","sepsis","sickle cell disease","systemic lupus erythematosus","essential thrombocythemia","thyroid carcinoma","type 1 diabetes mellitus","type 2 diabetes mellitus","ulcerative colitis","vulvar intraepithelial neoplasia"
"osteoporosis",0.00853161923444756,0.00560055291746364,0.00784369367880562,0.0114697315835187,0.0092153122911745,0.0231743298708404,0.00635315479428877,0.0113282724696691,0.0142618533696342,0.00693170865993342,0.0228364834539703,0.00538756312952289,0.0047242915012492,0.00552898441615101,0.0141294286817174,0.00585419911877143,0.00637633931724516,0.00988868285162428,0.00695212881087917,0.00764138978977196,0.0046652604036012,0.00540577490198207,0.00933810768952442,0.00644621627129631,0.0179481428702403,0.0166736312766164,0.00491541540790577,0.015094441823227,0.00782203349621777,0.0178300590637335,0.0176157852736791,0.0057920053073005,0.00571379592865959,0.00650125631927219,0.00646583953464429,0.00580744563766223,0.0070137131161722,0.0063632116191172,0.00566599252184337,0.0139884847630333,0.00483501112740451,0.00661022034643769,0.006549766864713,0.01415070345546,0.012178913312948,0.0153245663346702,0.0122284576176372,0.0415087556037917,0.00420278106377847,0.0207593633284747,0.00973703118921189,0.00592292321696773,0.00837592056931887,0.00639801688535319,0.00691124474728843,0.0132551861438098,0.0148784313820383,0.00680199648297332,0.0150300780990109,0.00960733521200782,0.0673374870682503,NA,0.0054132444102305,0.00940724224140794,0.00634180626486619,0.00721959987699615,0.00732074920117393,0.0111554685636743,0.021342219348324,0.0168582282506847,0.00507010311052329,0.00632482496297958,0.0609547977146661,0.0046715623317398,0.0141656391319555,0.00594809222513766,0.0151371432817164,0.0169127550361244,0.00810654756435105,0.00837577967396091,0.0158699631011664,0.00766700405269048,0.0117744761355056,0.00673992843913917
"pancreatic cancer",0.00534592222863269,0.0203365141101822,0.0058033695038213,0.0142201324950351,0.0441908564638099,0.00703494381190151,0.00595623676872279,0.0057744625161113,0.00609564330583813,0.00672706083749072,0.00666192057322896,0.0425017023131873,0.00500421273466656,0.00563651559935686,0.00429382981270496,0.00587871457339886,0.0570408590122379,0.0202205434231066,0.00546796288650033,0.0365817109158694,0.0294016158328457,0.0102141724910404,0.00718649400635487,0.0500367614405495,0.0349211353452632,0.0241644391801936,0.00694056600748044,0.00508466018576004,0.00693310316807189,0.00730395325157583,0.00535754075047634,0.0095787844048865,0.0835789377848382,0.00612773695499472,0.122469953120431,0.0690400414557368,0.0228788423473433,0.0250019909600231,0.0549907916697933,0.00589458241623179,0.00995356138693794,0.010041033452781,0.0155059269408273,0.00511278599213077,0.0148586511360755,0.00609885998101376,0.00696374957404061,0.00797775782113808,0.00817355340029741,0.00458766477586945,0.0622168768817259,0.00513581368200539,0.0067832053700288,0.0445925032050308,0.00620505088371752,0.00662031802471492,0.00661329183113032,0.0550153381122315,0.00682658416262853,0.0234962939623594,0.00529308894756441,0.0054132444102305,NA,0.00654420053451135,0.00638038860985406,0.00445381707995115,0.00544631888747251,0.0208993406812265,0.0694936303944443,0.00829836520366199,0.00834031073089958,0.0151441381284084,0.00563893711467963,0.00681533943772733,0.00710978545537061,0.00637841545057905,0.00636760512947192,0.00528559285493332,0.00801670141421327,0.10581193351203,0.0110956016700435,0.0117325834528746,0.0379384404599113,0.0078862535779756
"parkinson's disease",0.0059175676725161,0.00880729974559611,0.00514569499333417,0.00932939911483557,0.0136472051977875,0.00851690863273941,0.00781657112050221,0.00761388509192661,0.109050424852188,0.0063381467365346,0.00842761972710906,0.00890896537488566,0.00506947978555009,0.00910448468793582,0.0207703117602134,0.0276944127995747,0.00666491685148651,0.00871266711870347,0.0279887011336348,0.0070963524436365,0.00853792444973249,0.00644819829996653,0.0044997899315449,0.013008815526368,0.0087383058074173,0.0103195600911774,0.0049608945311932,0.0111037847995934,0.00824888408428302,0.0230303835247848,0.0104308412418148,0.00635360863120596,0.00515914944435225,0.00599233737766746,0.00768704901223078,0.00584289299422923,0.00773274160464763,0.00729673616806627,0.00376506539780193,0.00740685609744015,0.00672207715285369,0.0723401835220447,0.0052967955847273,0.00987738689942353,0.00820887695276441,0.0124823695510844,0.0146124739979609,0.00698802765442943,0.00676457105195094,0.0108402473369096,0.00855334103864905,0.0255004126235262,0.00791329022582183,0.00684037302078,0.00885586544835108,0.0618368259269222,0.0133019465374589,0.00587696091546884,0.0159411912500436,0.00696415244012843,0.0105566512394347,0.00940724224140794,0.00654420053451135,NA,0.00648508103487369,0.00476965629692031,0.00900714348800476,0.0123963963030502,0.0115961794194217,0.00852412766425303,0.00526571305153993,0.00528085774272639,0.00879015394041298,0.0103085641426675,0.010953023094895,0.0124847900242166,0.00685399869795882,0.00725402070566457,0.004948864333443,0.0079954238324149,0.011348317467693,0.0150132638234517,0.00801940092081268,0.00785984732932645
"placental malaria",0.0137768235038631,0.00497428949750046,0.0047242915012492,0.00405921371278358,0.0119036819596439,0.00931649136572785,0.0110927029023203,0.0461531402966588,0.0057726984478768,0.00592188611174115,0.00732974059238426,0.0425601089273989,0.00900807296222943,0.00651562679095512,0.0187166553236022,0.012175759723498,0.00713704326636952,0.00621310200904302,0.00718663057922858,0.0158626707234972,0.00731713511764354,0.00884912755167934,0.00630978784168213,0.00486030287657147,0.0174734695513348,0.0088276057473317,0.0297916263995867,0.00710421379258333,0.028327787457315,0.00830174190628374,0.0086864176874512,0.0249465880295261,0.00516339034357627,0.00686361298078768,0.00537305048920411,0.00571746862425023,0.0290652164919473,0.039544142573553,0.00566599252184337,0.0136791849784857,0.0073681516326104,0.00416963835697805,0.00689658822571909,0.0214402743994037,0.00709438456349754,0.00437919722237679,0.0121547567535564,0.0133323618993301,0.0125528080454636,0.0119036819596439,0.00472813280753866,0.00740504224804212,0.00522088379206792,0.00434928517999461,0.0219963478485712,0.013026478649069,0.00918543372219699,0.00996414405354752,0.00676208712297143,0.00468586275803238,0.00777876943849835,0.00634180626486619,0.00638038860985406,0.00648508103487369,NA,0.0518454658009332,0.0145496597102093,0.00569843591087251,0.00620310972562724,0.0215141352496442,0.00620204455037395,0.00556607741595178,0.0172444370319576,0.0241471695444824,0.0423989385271804,0.025513689397156,0.0297782821689892,0.0186071713178103,0.00808135796911017,0.0080576289774038,0.00921400839476077,0.00651666009638438,0.0120537858412837,0.00590150419694745
"polycystic ovary syndrome",0.0700957992800312,0.00539364616702285,0.00464116943215572,0.0125436892477907,0.00604468371840134,0.00724163879317979,0.0068868260638278,0.0187740328172475,0.0148044807350919,0.00551261341040162,0.00401823779470682,0.0414924942388198,0.0129415477537418,0.00745740538208002,0.00714767211247216,0.0147014902202997,0.012409138535861,0.00994281064558149,0.00541592834617128,0.00848732933900953,0.00537739855204274,0.00558127348471036,0.0107213596105564,0.00438586557524444,0.0100820248197797,0.0166620335774625,0.00537326495919578,0.0053651636186854,0.00757188556439025,0.0237581518670218,0.010108411966079,0.00645154010761898,0.0474940302306797,0.0591681775944178,0.00533752401415571,0.00532498294330731,0.0113340189743621,0.0190678919323589,0.00670582198842294,0.00401823779470682,0.00401044672862698,0.00454148378309833,0.00605622527428084,0.00596411911344833,0.0127476032622218,0.00464469478543542,0.0137263724991893,0.00677139782788922,0.00866207067891172,0.00559064926350726,0.00485774162589483,0.00850118005664526,0.00919193605081247,0.00598434658421071,0.00678163298469402,0.00402511217745655,0.00724926692830395,0.00438783827540773,0.0729075745431078,0.00532571823316551,0.00659094076789676,0.00721959987699615,0.00445381707995115,0.00476965629692031,0.0518454658009332,NA,0.0128689867757105,0.0219621351650837,0.0516478766311672,0.00565619852443928,0.00672781241053047,0.00501839416788112,0.0132111891070809,0.00950167908496303,0.00531094112972238,0.00565775159199929,0.00579254836190653,0.0134760989157402,0.00376506539780193,0.00859984081622637,0.0167299083311721,0.0511610123685141,0.00631244509637467,0.00682145585453606
"preeclampsia",0.00907239982785236,0.00705649521392367,0.00464166206646472,0.0084214676575995,0.00432850934089901,0.0247021732316516,0.0131206498436975,0.0102461495787188,0.0104942472747078,0.11125820809523,0.019035415320423,0.00978669026107813,0.00596417744084392,0.00625319016853674,0.0109023645658447,0.00550662616894089,0.007851486766883,0.00636330886582007,0.0514015860345662,0.052739281516668,0.00766691393089412,0.00976759242072282,0.0116438278714602,0.0155945327302478,0.014264457165217,0.025267338857498,0.0124850483087112,0.0221033269069346,0.0135165860879905,0.00838231565966722,0.00698282305127759,0.0130889371521485,0.00990605323009002,0.0120855687061448,0.0113980329464794,0.00893908568876075,0.0515419955734254,0.0513059802969212,0.00604388628920731,0.00504355024711599,0.00606538629249837,0.00811767660169412,0.0109277912144804,0.00663588551331881,0.00840727852852083,0.0153628166560202,0.104710479241004,0.0157670236840081,0.010274131105145,0.00459938224972214,0.00601027565074736,0.00649334581667686,0.00799092593423808,0.00797083649872325,0.00856980179193691,0.0287946356819454,0.14386578989944,0.00948295012879335,0.0203904621378448,0.00689360939874429,0.00862714959821967,0.00732074920117393,0.00544631888747251,0.00900714348800476,0.0145496597102093,0.0128689867757105,NA,0.00795785119633236,0.0154059466883665,0.0155327073246682,0.0523395939519741,0.00432315865963034,0.0113119788560521,0.00755981025484618,0.048145962934392,0.0449555885196042,0.028552823818825,0.0137163792117081,0.0128687770316914,0.00979762208284207,0.0174421868609377,0.0194901846259254,0.0141764408222616,0.00493552288777482
"prolactinoma",0.0113640521955745,0.0184841310676715,0.00734208133168271,0.118383070018234,0.00612553011006098,0.00856683870975803,0.00786434389720659,0.0047242915012492,0.00687207753667121,0.00745583712798344,0.00624862757283071,0.0106025111628789,0.00610781832388819,0.00530105884748644,0.00743112274422299,0.00642050564396182,0.0100522512333894,0.00882110012588685,0.00645672798487599,0.00893034390739105,0.0163980186526813,0.00617268004741865,0.00512423947297052,0.00971903566536552,0.00666329076461783,0.00515224073906553,0.00458703912053652,0.0120524632414901,0.00634498883642977,0.0080576679074426,0.00946851165214641,0.0087645390736084,0.00766502448150664,0.0103162560797211,0.0104038760772103,0.00902416971457436,0.00462444864144443,0.00547507527019876,0.00721098715975936,0.0053357862958019,0.00645087340919131,0.00666615517506079,0.0072779811380888,0.00641878411320397,0.00596048809637278,0.0108550784963414,0.0134744070171913,0.00669302909437727,0.00483946477527834,0.0106501398131737,0.0100335003601305,0.00623269134567098,0.00838101676372295,0.00725615365243042,0.00523162305552459,0.00636292303493385,0.00462359330201797,0.0120153559592301,0.00982275250662795,0.0100903396953915,0.010880228621944,0.0111554685636743,0.0208993406812265,0.0123963963030502,0.00569843591087251,0.0219621351650837,0.00795785119633236,NA,0.0140066547890198,0.00825664699283504,0.00656133660395433,0.00690251928684133,0.00457739386713632,0.00518006606100606,0.00878380304641523,0.00405921371278358,0.00421210938130273,0.00678345691163805,0.011479014841149,0.0326391086556854,0.012990256789542,0.0168084007534577,0.00684355133116501,0.00688423667110839
"prostate cancer",0.00719345999140039,0.0236666742721992,0.00768014778130472,0.010742875342502,0.017371942773442,0.0128887750384694,0.00882207153421572,0.00679498356920261,0.00907967765583871,0.0100923713236736,0.0106542189653892,0.0387937871593767,0.00693581888747413,0.00525359019617511,0.00800793079542341,0.0101854739276348,0.0897409867407165,0.0501289951253859,0.00534473156592096,0.0663546437107692,0.0187220343664659,0.0139598854612132,0.0109466478063363,0.0706537490989463,0.0080243430296661,0.0164990245305007,0.00591282780762121,0.00584836876039046,0.00667187919796663,0.00702040152076075,0.00558125247657876,0.0100620177211838,0.127233860923525,0.0569886614978566,0.0888429474654768,0.0895468900441271,0.00762249212659487,0.0125314176607269,0.0161442366539607,0.00792020376399157,0.00867912414641682,0.0064297615151363,0.0134082208334706,0.00751855648697465,0.00676456760139651,0.00986715269965843,0.0120990998203368,0.00888490007416997,0.009244551370162,0.0056438813597128,0.0446506168432557,0.0122082314454323,0.00638735280991777,0.0209715915097579,0.00674189356658401,0.00731434790539065,0.00742410821544889,0.0578540690763851,0.029414583333771,0.0302668134357644,0.00983010037451154,0.021342219348324,0.0694936303944443,0.0115961794194217,0.00620310972562724,0.0516478766311672,0.0154059466883665,0.0140066547890198,NA,0.00818136955723215,0.00966392254111369,0.00991361115412391,0.00793624904492364,0.00762118124167176,0.00805835075933904,0.00589477259451155,0.00668348246485057,0.0106856932924644,0.00705357186065674,0.0599450985535624,0.017366601183672,0.012799202000265,0.0102441734554458,0.0215363081653714
"psoriasis",0.19155678737666,0.0824422663266886,0.00673720241395998,0.00877739686398323,0.00462444864144443,0.0369465911474446,0.159538356016911,0.0805913061837162,0.00610310402109412,0.00897686920776727,0.0368139854834927,0.00951392580793896,0.233269736028156,0.00457224224168324,0.0072355646600228,0.00432849238254871,0.00995098799303104,0.00461261768919168,0.00728097886573207,0.0281997455006725,0.0505885523188147,0.0133788564529677,0.014109632844796,0.00908605432597048,0.0703805515980006,0.00726804515084822,0.0178566472266023,0.0149356911921109,0.114506267459155,0.00626925459424586,0.0122311170824686,0.0167938010442398,0.0153264539080365,0.0062483331745693,0.0094875697550381,0.0134568243524664,0.023033042228691,0.0459983462607871,0.0133283380274202,0.0101826107640117,0.0242967218119925,0.00504274252556281,0.014210280826053,0.0428551036159965,0.00926140510870699,0.013730313255699,0.00944083188788458,0.0732262169033565,0.0176656186380117,0.0146098692951804,0.0200431519491194,0.0078845528811376,0.0041747892916388,0.0113727935976873,0.0145588472311612,0.0384314325155033,0.0134668453842862,0.0155881688727565,0.00685258024537068,0.0360024549368429,0.0514288078905316,0.0168582282506847,0.00829836520366199,0.00852412766425303,0.0215141352496442,0.00565619852443928,0.0155327073246682,0.00825664699283504,0.00818136955723215,NA,0.00673126114424894,0.00759588375446416,0.0590666676789241,0.19336278052134,0.0826773518515434,0.0141226294685953,0.00853965167780261,0.0949293046015287,0.0103942825033108,0.0088913259769376,0.017701226659385,0.00655690658731459,0.0735186277945353,0.0319462420531783
"pulmonary arterial hypertension",0.010414472650793,0.00758668097292364,0.00423199175167682,0.00428582022631045,0.00545284451961088,0.015180915795288,0.00753388052483729,0.00694933839006571,0.00715813757153671,0.051761507859777,0.020925004064062,0.00943839673214026,0.00541377567352685,0.0102963763606937,0.0106657219028467,0.0057795199195503,0.00973345872748097,0.00718758707822983,0.0106681532746715,0.0138882006785799,0.00809348044185881,0.00873856077479545,0.043604322848903,0.0151788192776144,0.0138136357431406,0.0104146727882408,0.0094416381141081,0.0352399225738109,0.00848175485710598,0.0114929820871502,0.0164153850673955,0.0298257957950691,0.00831265348757733,0.00504871484832274,0.00988223460505729,0.0106466227834997,0.00628714361355163,0.00829074230646322,0.00592241304431907,0.00460798727855276,0.0055275835990458,0.00497729901394044,0.0580743115454933,0.00952104027076352,0.00618369614976602,0.0231751766361321,0.0516968302708185,0.0113085241821092,0.0115694817211337,0.00545206997787359,0.0305674186579064,0.00703446082447021,0.00576376640404991,0.0236066760785888,0.00699192470279154,0.00724761145105887,0.054936053391605,0.0147374278150636,0.0101338285670165,0.00940529772941232,0.0128500831756944,0.00507010311052329,0.00834031073089958,0.00526571305153993,0.00620204455037395,0.00672781241053047,0.0523395939519741,0.00656133660395433,0.00966392254111369,0.00673126114424894,NA,0.00580334013279923,0.0113092804099811,0.00709040565995697,0.0160736675381233,0.00992912589149032,0.00867061380769234,0.0118079309480603,0.00941873215518574,0.00890689681498275,0.00757997851046235,0.00929322474065562,0.0106531163989056,0.0066632660231476
"clear-cell renal cell carcinoma",0.0084121805483463,0.0120890468505066,0.00486401707019164,0.0141878908306318,0.00915951640386071,0.00729304308692311,0.0053288783904698,0.00437919722237679,0.00574345048416034,0.00818507513375581,0.00415529815023941,0.0132938304404407,0.00877237577871309,0.00538122885638702,0.00439607937746787,0.0119036819596439,0.119701173162234,0.0131533992508375,0.00827508122200067,0.0615934889901135,0.063030533324168,0.00415529815023941,0.00684409521056569,0.0165575574605205,0.00634542969354853,0.00743241345189238,0.00714945697484352,0.00438056872163859,0.00531463793232391,0.00664867212855571,0.00589595808037833,0.00700747683362321,0.0439935347151918,0.00755904538538833,0.0143121474870639,0.0224257349703988,0.00523826318266181,0.00565446947801516,0.0147384733537623,0.00795681882629302,0.00447928090617912,0.00405793949419813,0.00672173480894961,0.00542064787362684,0.00547671489467264,0.00533597248081071,0.00432959437663352,0.00418860872817756,0.00566599252184337,0.00591541496251766,0.0180333870796567,0.00668331119049724,0.00376506539780193,0.0156434322682767,0.00606806509602823,0.00376506539780193,0.00405793949419813,0.00935080661351337,0.0050171655976454,0.0114142388067422,0.00581732134671403,0.00632482496297958,0.0151441381284084,0.00528085774272639,0.00556607741595178,0.00501839416788112,0.00432315865963034,0.00690251928684133,0.00991361115412391,0.00759588375446416,0.00580334013279923,NA,0.00622763824524468,0.00789017023237688,0.00675479748438787,0.00539767775306785,0.00574726337088971,0.00419451386801127,0.00428582022631045,0.0126095407563433,0.00467728949590959,0.00429274631268757,0.00865881539176464,0.006835788847279
"rheumatoid arthritis",0.050629929628205,0.0155720868747928,0.00602008274431058,0.00485130456367848,0.00509134277043676,0.0233997332351897,0.0637672119492012,0.0164473651557835,0.00726332277272021,0.00974863145071126,0.0174269568930753,0.0109596190753207,0.0743254588897813,0.0059959479236334,0.00591422062259064,0.00554511375744017,0.00728366500579906,0.00435541182887664,0.00766585687048643,0.013812234837475,0.0112866401536601,0.0115132618112066,0.015022183292878,0.0117691346782626,0.101289168484271,0.0128449910077099,0.0137071895319384,0.0161050301897196,0.0333723193589315,0.0113366883443016,0.020803698974712,0.0106093251125519,0.00803174845774126,0.00583744039325128,0.012315009275109,0.0374456853208278,0.0157240087120635,0.0139907284694725,0.00690137836934774,0.00897857565422449,0.00890166905841279,0.00468022004475182,0.0141028027339831,0.0154688392094579,0.0125897475776404,0.0157545706375355,0.0162902370817683,0.240837195089532,0.0106180720297683,0.0198041792631906,0.0144560782753827,0.0139683961918426,0.00550028542988664,0.00872458478702194,0.00979856441538089,0.0346198746906699,0.0135726552451244,0.0113189318340382,0.0101571961941712,0.00777983191128517,0.195906661438648,0.0609547977146661,0.00563893711467963,0.00879015394041298,0.0172444370319576,0.0132111891070809,0.0113119788560521,0.00457739386713632,0.00793624904492364,0.0590666676789241,0.0113092804099811,0.00622763824524468,NA,0.0482981567346236,0.0639149607021437,0.0333242462338387,0.00956393405549558,0.125777419766099,0.00495834156906883,0.00947191269296214,0.0159248123885378,0.0111895437101422,0.100701260907128,0.00750459839798656
"rosacea",0.242554708875435,0.0794652740582141,0.00376506539780193,0.00552703002878183,0.00687031307181599,0.00913667345995905,0.115174688391609,0.068945348407459,0.00601743639074975,0.00531524582766864,0.0101212294685571,0.0107509116319561,0.149515654780968,0.00426872806992339,0.00976414039955157,0.00376506539780193,0.00819330328566136,0.00439937237194278,0.00490300323610742,0.0100586132203967,0.0135998837737042,0.00812352133495158,0.0138962149225464,0.0125994719066525,0.0538954415800718,0.00815480201771328,0.00754315463498789,0.00995474523638797,0.137928461319582,0.00681963808024651,0.0118241497839411,0.008510226184745,0.00704642929565813,0.00697262151423851,0.00877506136458453,0.0149687262639277,0.00751475965701185,0.0105182899301113,0.00803123743240187,0.00649075771655717,0.00434646781828481,0.00511681675377445,0.00870026192296064,0.0111193599613549,0.00767361700760233,0.0103583024726625,0.00452070851577473,0.00752661239782969,0.0143405211099937,0.0099883929618823,0.00986991559853819,0.00586685423604325,0.00376506539780193,0.00920050861294038,0.0137358946711755,0.0073007552243076,0.0065479738449259,0.0152162815971712,0.00510793017693146,0.0110280870403054,0.00571027816656099,0.0046715623317398,0.00681533943772733,0.0103085641426675,0.0241471695444824,0.00950167908496303,0.00755981025484618,0.00518006606100606,0.00762118124167176,0.19336278052134,0.00709040565995697,0.00789017023237688,0.0482981567346236,NA,0.0180337436428629,0.00808765278331165,0.00559964897532702,0.0219995773841006,0.00624333244048811,0.0110127031965365,0.00788249713112316,0.00671423457663544,0.0576829087190917,0.0132385929398105
"sarcoidosis",0.0409898863421689,0.00865298037081741,0.00638876434427414,0.00706778194901627,0.00616883446823767,0.0373717120330274,0.0941926048769791,0.0881163313474127,0.00775473052847398,0.00888073655229495,0.0428102427217912,0.009453138110231,0.0612313590694259,0.00521752736934624,0.0646035368487409,0.00489413923495466,0.00730891364653311,0.00535754075047634,0.0148740814327034,0.0490806378603553,0.00761254520785469,0.0136233732960128,0.0292240113234522,0.00728586095126912,0.0784077423269481,0.015037811336248,0.0199280888127731,0.00961842266723325,0.0236071119177699,0.00555494856305274,0.00785599173034296,0.0253897579922422,0.00557467097422392,0.00531280548798343,0.00840917350455766,0.00707751217333302,0.0646938989460654,0.0749374083632962,0.00595143871072654,0.0470527744840598,0.0105611436478574,0.00705477251390219,0.0371455534938926,0.0566039255898417,0.0104021513676141,0.00669989526339495,0.021902309271166,0.117092662116364,0.0518218548209316,0.00426839796302175,0.00687568487137125,0.00717595001453238,0.00418016887396151,0.00764776490161631,0.026438524234634,0.127567189064374,0.0120854369065659,0.0131118247228473,0.00738166654479615,0.00640292815402977,0.0419007664395545,0.0141656391319555,0.00710978545537061,0.010953023094895,0.0423989385271804,0.00531094112972238,0.048145962934392,0.00878380304641523,0.00805835075933904,0.0826773518515434,0.0160736675381233,0.00675479748438787,0.0639149607021437,0.0180337436428629,NA,0.0272478828942514,0.0152897054042305,0.118500226935328,0.0109747757785387,0.0108439694643021,0.0591561569304885,0.00922717363816167,0.102482085550925,0.00376506539780193
"sepsis",0.00933399178344768,0.0159823900381198,0.00809097923960916,0.00502656835741077,0.0098061642464879,0.0170963270453668,0.0208942111146855,0.010300982366316,0.00697362159693373,0.0147616590518279,0.0193514468112883,0.00948374788547763,0.0118126656864973,0.00443683103759176,0.0427529414735027,0.00642309051805365,0.00756288868393406,0.00671819119246119,0.0284392635478939,0.0130680332055636,0.0115479810681556,0.0069787454948663,0.0108500325114111,0.0176791846749227,0.0205700480048346,0.0150772208885527,0.0340384085336613,0.00765635082330875,0.00860455993874238,0.00665776740116369,0.0090922243111102,0.0115410732652505,0.00755420401826506,0.00916373119913221,0.00971492012352355,0.00749330556182634,0.0668221821309695,0.0725979217155569,0.0050472054620336,0.0398146796096711,0.00740295102417545,0.00588145701826281,0.00908851420227126,0.0310280697330789,0.0110006334722788,0.00546949009538718,0.0160695204598056,0.0196822824273935,0.00923269167978399,0.00493075132846569,0.00764541703305051,0.0059382835575313,0.00679764976297118,0.00854814219229922,0.0684081075086685,0.0174988647421596,0.0241290816250876,0.00819476627290276,0.01326006834057,0.0055915749057371,0.00966320589729775,0.00594809222513766,0.00637841545057905,0.0124847900242166,0.025513689397156,0.00565775159199929,0.0449555885196042,0.00405921371278358,0.00589477259451155,0.0141226294685953,0.00992912589149032,0.00539767775306785,0.0333242462338387,0.00808765278331165,0.0272478828942514,NA,0.00982351333712667,0.0167889499652522,0.00854566685573223,0.00877439952412594,0.0105442413513745,0.00856685862005118,0.0226454393599852,0.00508466018576004
"sickle cell disease",0.00559517301173122,0.00442188359280304,0.0111049537870769,0.00490662037253245,0.00614958674065661,0.0131918231751465,0.00566124707539592,0.0082339083205296,0.00953940496381297,0.00663191463358959,0.00920449929686845,0.00667166088225046,0.00592352397537198,0.00598459917817007,0.0159426659784648,0.00588966754905514,0.00598008627532345,0.0047242915012492,0.0120172592749229,0.0101984420193158,0.00575956394966904,0.015829496331743,0.00654798681976734,0.00716124335250721,0.00904513123131648,0.0561042145976703,0.00911698727349585,0.00763631235906989,0.00984045233897243,0.030865546013853,0.00812938018608969,0.00919614000397841,0.00507245189646623,0.00602548982867123,0.00584584293972192,0.0130805352532994,0.0139170388644157,0.012908048415427,0.00632595619515842,0.00963357316333337,0.00441593412353624,0.020328041572787,0.0068198120885005,0.0101353308950971,0.00909693680278846,0.00972615340399637,0.0371821991463267,0.0171843693562699,0.0113120336746583,0.00508466018576004,0.00497903856185108,0.00573737069020527,0.00376506539780193,0.0062253829240032,0.0116009657126919,0.0109607443366719,0.0143083171604739,0.00818423895354057,0.0052903643079594,0.0050693817464021,0.0111090594885356,0.0151371432817164,0.00636760512947192,0.00685399869795882,0.0297782821689892,0.00579254836190653,0.028552823818825,0.00421210938130273,0.00668348246485057,0.00853965167780261,0.00867061380769234,0.00574726337088971,0.00956393405549558,0.00559964897532702,0.0152897054042305,0.00982351333712667,NA,0.0111963602971206,0.0935709430620982,0.00722972802839338,0.00990220201270451,0.00675621650390445,0.0099119815209157,0.00565396669449453
"systemic lupus erythematosus",0.0290420741391004,0.0131233511382316,0.0232514391174935,0.0047242915012492,0.0100242306580934,0.0369534041909732,0.0946684740073967,0.0556884219968551,0.00600649000810191,0.00744019006534857,0.0314195410464699,0.00807918300170905,0.0838601409361019,0.00998017631343802,0.0139975939221844,0.0166995742180919,0.0129419669454082,0.0047242915012492,0.0122830226789426,0.0204606639004113,0.0152180081861191,0.0191956238935693,0.0250205132373159,0.00533579045534934,0.0591959618559754,0.0098272294368255,0.0637853514049596,0.0152144328613051,0.128178697502568,0.00679174326227289,0.0164503875512791,0.0165579158355763,0.00879868557348921,0.00460701096688055,0.00626925459424586,0.00503869922515492,0.0198319581345999,0.0271549808157612,0.00911505132696305,0.0131903063053689,0.0102080387946862,0.00680606695736076,0.0185623821742416,0.050142409610333,0.00685038613484699,0.0131652623472558,0.0168278901632002,0.109357529232595,0.0458616886837634,0.013028208774372,0.00892628606715428,0.00733245601544574,0.00376506539780193,0.00571725606489257,0.0233859074373181,0.0575737566871724,0.0117425059146741,0.012296783304595,0.0144373502840791,0.00468559308619148,0.0500899628357735,0.0169127550361244,0.00528559285493332,0.00725402070566457,0.0186071713178103,0.0134760989157402,0.0137163792117081,0.00678345691163805,0.0106856932924644,0.0949293046015287,0.0118079309480603,0.00419451386801127,0.125777419766099,0.0219995773841006,0.118500226935328,0.0167889499652522,0.0111963602971206,NA,0.00725627885172725,0.00731407537400669,0.0228916253349649,0.0117744761355056,0.0710935943299027,0.0179417563117942
