code1,code2
L98,Q25
N20,T19
H50,I38
K11,K83
C21,E83
D48,J41
D41,I74
K43,K91
R32,T18
D64,P13
C54,N70
J41,Q21
G83,K59
F43,Q43
A41,T40
G51,I12
K92,L87
M23,N25
H61,I08
A31,D86
J41,L21
N32,Y84
D71,K20
J70,N63
K22,R21
H11,J02
E14,J06
D02,S27
E86,I10
M67,S90
D02,S30
K76,T68
B78,K30
J21,J34
M43,M95
C79,N83
G25,T81
L25,L30
K20,Y42
C95,Y43
D64,L20
R34,R53
K60,M10
A88,E86
E41,M25
I85,K05
K58,S70
A04,C32
J15,J31
I12,R55
F20,L13
C70,T85
G63,J03
H44,R03
I65,R13
E20,E87
G21,H91
D18,J98
C11,K70
G58,M76
C72,H16
J47,M08
H83,K82
C53,D24
D50,M30
G62,M79
M54,S06
I82,N89
H65,I95
K05,L87
I45,N45
E06,E20
A04,C96
M48,Q87
C04,C09
F06,F45
K44,R63
H66,J02
I49,J44
D89,F34
D73,I09
R27,R33
D80,I73
F48,F66
I45,K02
C64,I70
G44,R07
H72,H90
I36,M32
N83,N92
E78,R42
N48,Q66
G30,N41
G44,R94
E86,L89
A42,I51
G03,K62
E53,G37
A50,A52
C48,D25
D86,M81
E03,K05
B38,R94
I98,Y84
C19,R34
I11,I50
G41,Q71
C50,R59
D12,E56
F48,J04
I01,I46
E24,F41
E72,R31
C79,R32
F45,R00
K61,R63
J32,M35
D50,L93
D86,N64
A27,I51
E21,G41
E27,Y46
D56,F34
A18,L50
H10,H54
H04,I99
H74,R11
C34,D84
C79,I82
A79,E87
G30,H26
I80,M85
D75,Y44
K22,T14
C09,C80
E78,I30
A87,G04
E23,K11
R25,R40
B37,B68
F10,R64
A04,I78
E53,T18
K62,M72
K86,N91
E27,I86
A22,E40
B19,H61
E74,I51
I95,R79
R53,T78
J01,R61
G95,I87
A83,C11
J46,J96
R32,Y36
J38,K52
E40,I65
E86,M61
A40,L01
A40,C76
A49,M21
B35,G51
C32,J21
H25,L90
H83,M48
I08,I97
D39,E27
H51,K70
H25,Y60
J20,N89
I81,R64
C34,C50
D64,J69
C73,R09
N81,Q50
E16,J06
I79,K52
I25,J69
C62,D07
D69,K59
D45,M93
A41,J98
H83,I45
C15,I01
D07,F33
C78,E86
J15,Q90
B15,J18
G45,I87
H16,R01
C60,I87
K07,M76
Q44,Q62
K22,S01
E14,R44
L08,V97
H40,M41
H53,L23
K02,K09
E21,R60
H54,L57
F60,J32
D09,E14
B58,G81
H10,M10
B35,C92
N92,R32
F10,I21
R32,R40
B40,K40
L90,Y65
E83,F20
K29,O82
I02,R60
A07,E83
G41,Q06
F10,G40
D75,M71
E20,R18
G43,T42
A53,P96
A51,E78
G44,G90
I69,K75
D69,N63
H16,R27
A04,E07
H30,N32
D57,K70
D71,R64
J96,Q21
B65,D50
D59,N21
J04,M71
J15,J63
J96,L21
D14,D35
E41,I67
D32,M54
A42,M05
I13,K11
C15,D73
B02,E83
I05,T46
K13,L57
D47,N95
I80,L40
C48,N84
K59,Q64
C90,I20
I07,J98
A41,M06
A04,I81
H25,H51
K66,N00
I78,K59
I65,M31
E83,Q99
I95,M33
I79,L28
D50,R95
C41,C62
H02,I45
K60,Q27
I69,I70
D50,G45
G71,G80
C18,K60
G50,R07
N36,T66
C65,K66
K62,N42
D69,K05
H72,K58
I77,L29
I38,Q25
N35,N50
K31,K59
K56,N61
P21,R09
L40,M35
A41,L74
E21,K21
I46,R31
K20,K74
L68,M35
M60,R20
H50,I07
R26,S72
G72,M60
A41,P27
A04,G72
E23,G45
I51,R81
G60,H52
C77,L90
G03,M79
K28,K40
D02,I73
D18,F07
G51,R79
D62,R31
E63,I83
C00,C30
C67,K14
D15,I80
K61,T81
C91,H91
K29,T67
E03,M19
E56,K56
F43,J02
G41,I80
N32,T73
E03,L29
M76,N39
G81,T17
G96,Q01
B35,Q66
G37,Y42
R21,S10
B80,B85
B37,C10
K40,N42
G81,M86
I07,M06
J20,M43
E16,K12
C92,G20
A23,G30
B38,H80
C91,R94
M92,Q65
D64,H36
J32,K50
I35,Q24
C16,J70
K65,N03
D41,N48
J31,R13
L28,R42
E83,I37
N17,Q82
C20,N28
L98,R31
J18,M05
I79,R26
H90,K44
D21,M61
I35,R11
F14,J43
N28,N45
J14,M40
N39,R82
E16,R44
G63,H01
J63,K29
E27,L60
M76,R11
H01,R40
E40,K56
K29,S27
J43,K12
D36,D58
A04,L40
K29,S30
I95,N45
C34,C78
A53,G92
C31,T85
I36,N39
J45,S41
D15,K04
C34,R51
G41,K04
C10,H61
C38,D64
D83,J47
A53,K92
E32,G63
F39,K44
D39,E87
E03,T84
J43,R44
Q82,Q85
G45,M95
F22,F70
C41,D29
I36,Q24
B37,D64
A81,G41
D56,I50
E27,N71
A41,B06
A42,R59
G10,I69
D16,M85
M88,N35
I36,R11
H40,I80
N85,T80
R13,Y63
C26,N30
F39,G91
F95,T42
F34,M19
N00,N41
I35,S72
G50,G90
D16,V94
F34,L29
I65,L85
I01,M35
B06,L53
K52,R40
M06,M75
G90,K11
D58,H65
E05,J41
A07,T87
F20,S70
S25,T90
G83,N26
G93,I95
I78,R09
K14,T45
F95,P14
H60,L20
G95,N20
E14,L01
M32,T42
N28,R01
B02,E14
I20,I79
M25,T84
E83,I47
H05,R63
E83,F95
I74,M75
H54,I20
E66,L30
C75,D64
I95,R01
G40,N21
R07,T75
A27,J15
A53,B45
E73,K51
A53,B96
H40,K04
E16,W17
E23,T19
I40,M33
E28,N03
H74,I25
G95,Q89
M71,R21
A03,E86
I60,R48
E06,N60
H05,Q23
D73,J32
E24,J45
J93,R63
N28,R27
S10,S63
B78,B82
G91,R32
D25,K67
F34,T84
K82,Q70
K51,M19
G43,I84
A19,K75
I51,Q60
M30,T43
I86,Y46
B83,C50
E03,F73
K51,L29
C57,L27
I95,R27
E74,J15
J46,R61
L53,L74
J47,K20
G41,J14
Q65,T39
E20,E23
J43,W17
C06,E87
K81,M32
H35,I40
C22,R53
C15,I82
K66,S70
B78,J20
A04,B00
M14,R18
J85,T84
D59,N30
I80,S50
M24,N34
K12,M79
A18,D52
D86,G54
D12,D57
G91,I82
E23,E72
J18,R59
D06,N89
C64,N42
H25,J06
C51,L04
A01,K29
G43,N48
B07,I70
A42,R13
C91,I99
K63,T18
H73,H91
C18,M62
C82,E86
D59,G93
F06,H72
C51,Y57
T38,T78
I15,J32
I83,L25
K59,R29
A06,C34
A68,K85
A52,F39
J35,Q25
I20,J39
M40,T42
F90,S27
A41,J36
I45,J62
A27,R13
H00,R07
A41,T82
I33,T40
K14,L72
M10,N21
D75,M54
C15,I77
C81,D69
E31,N25
G82,M93
A30,K11
F45,K90
J14,J86
J96,T37
F20,K29
D81,K58
M35,Q39
J18,O08
J31,M31
I87,Q74
F60,K63
E83,I46
D39,R18
F20,G03
F80,H90
I33,T04
E58,G81
B96,S70
F60,R15
C34,D65
C08,D04
F33,T47
S11,S71
I61,N17
C19,D25
E83,L98
I84,K30
J98,Q61
J31,K07
B01,T45
K80,P05
C91,H80
Q24,T51
C32,J38
R60,T78
J15,L25
H40,J14
C74,K10
G25,J12
B24,D50
B25,M62
H28,H43
M06,R23
K22,R32
F07,F33
F63,H54
F39,L51
I45,M75
D75,Q18
R17,R53
G93,N43
J14,L57
I44,K26
K42,N19
B19,L53
E16,L01
H91,I08
D57,R79
N36,P00
D81,N17
D55,K59
K91,R18
F41,G92
B27,G61
C41,R09
G92,M75
J21,N89
D69,N26
D20,D25
E24,H72
M48,N45
I74,R23
E24,I13
K92,M81
L72,M06
D61,R94
I85,K60
B40,T81
F07,I69
I07,T82
B37,N61
K31,L29
M62,N30
L03,T78
G51,R01
D68,E03
F41,K92
J62,R33
G40,N50
E78,G44
G63,L68
B00,K90
C03,E14
H70,K11
F48,I51
J18,R13
K92,N64
N32,T85
G32,G83
C79,J69
H91,M10
D48,R32
G45,R71
C40,T69
C73,D30
A66,R47
G54,M81
F63,I08
C46,L03
G80,J15
H66,S02
M54,N62
F50,H44
M45,M79
G60,T43
K07,K27
L50,Q66
G54,N64
M48,N50
J98,M30
G63,Q66
Q39,Q40
G93,Q01
G51,R27
L25,L89
D44,E27
I31,I44
D09,D45
B88,D04
E86,L10
I27,M62
D69,H25
K92,S40
F95,I84
B36,R29
B48,I48
D68,R19
K05,M81
I87,R12
K63,Y36
C78,E34
M06,S49
T27,T58
C46,D72
G41,L30
G32,Q68
G57,G81
F91,F98
E53,K25
C17,E41
I78,N26
F48,T47
K05,N64
J96,M42
I33,L43
I65,P05
D89,E05
J33,M08
B96,K29
H25,R44
M94,R06
J98,L93
B96,G03
I69,N42
D72,F39
G41,K31
F10,M21
A88,J06
C23,K31
K92,R06
R40,T45
D58,J43
G91,Y61
M10,N50
K28,T81
I42,N04
C00,J13
J01,T37
C16,D37
G40,N30
H04,K22
J69,T90
G43,J01
C63,N40
C55,R64
A42,M31
A69,G54
I43,I51
M32,N48
N30,S51
G54,R06
G56,J46
E41,I11
I44,I69
K63,R40
B37,N70
J45,L84
D61,G90
G40,G93
J38,P22
C76,N97
M48,N30
I51,J32
E41,K27
F42,K03
C71,D01
E06,G43
C85,D69
C63,Y83
K92,Q72
I45,R23
K83,P59
I42,K11
F20,Y44
I71,R11
D20,N84
G62,K22
J41,R34
T85,Y36
J44,J98
C33,J70
I86,N71
C13,R11
G41,M70
G21,I83
I84,M54
I49,S90
H73,H80
C81,G95
G54,Q72
J00,N39
G95,L53
I35,J66
H34,Q24
E72,N25
K58,M54
A40,D86
E24,M65
C75,J34
K08,K09
I24,K44
M65,P61
N43,N48
L53,T67
C32,I27
G50,I95
H40,K31
H10,S00
K92,L94
I33,M06
I20,T38
R48,R63
G20,I46
I01,I71
A83,G52
I08,X92
B45,K62
S37,S41
J04,T78
D51,J43
I49,J85
C73,D38
A38,N85
M10,N30
G20,L98
C38,K26
H11,R54
N28,T79
B19,J18
D12,E87
A31,B90
B85,F48
D31,H35
E65,N84
J00,R11
C77,K12
L27,L50
H10,T15
L12,L25
A41,K86
I95,T79
B37,K26
H61,M20
H10,J47
I20,N03
I33,L74
D73,K63
G25,I35
D42,H54
D25,N86
J18,M31
A32,B59
F90,I73
B02,E01
A36,L30
E21,T73
K01,Q89
G21,K22
E41,Q43
L20,M81
S72,Y87
A74,K81
G47,K59
I45,S49
A59,J43
A52,M10
I35,T80
L43,M06
I95,J38
I27,K91
R32,T68
C16,D56
E34,I77
D69,K60
I70,S05
G41,G82
I21,M10
K04,R21
M25,N35
G00,R26
E83,M35
J42,M10
C43,I80
C75,K26
J12,J70
Q21,Q25
E73,T17
H66,R54
I86,Q39
B07,C43
A67,G43
J44,P27
H20,H26
I15,K63
J44,S52
J35,R31
J38,R49
D72,R12
J38,J39
A07,K85
E58,K91
I07,K86
A04,I89
F91,J20
I51,R05
M25,T46
I45,I49
B02,D45
C05,C41
D00,R04
N76,T85
E23,M93
F34,N35
G82,G96
M12,M20
L01,N28
C38,D14
G92,I49
B01,C06
E84,L41
F33,R13
K50,R63
L05,N82
A28,T67
G83,M62
L91,N83
K63,Q44
I20,I36
K30,K83
K90,R63
B37,D14
I27,J70
F31,G83
H25,L01
F34,T46
E71,L89
J02,K52
F25,F42
J86,P03
B37,F33
Q43,R60
T42,Y84
D72,H54
I49,L03
C76,M23
L20,R06
C26,E32
I78,K60
A40,M00
L87,T84
E16,G57
A02,A03
C24,K00
D50,V91
I49,R70
D18,I86
J41,T78
R55,T23
S15,T90
D69,G81
A81,G25
C69,F60
M15,R82
D64,R42
K22,L20
K62,T45
J86,R63
K86,K92
C41,C90
I95,K82
I25,R42
I65,T87
M02,M35
I46,N25
C00,H93
B08,K11
I67,K02
C40,T73
B00,D04
F70,S72
N43,Y83
F33,R70
C85,G95
D75,Y43
D12,R18
M06,T18
I10,R12
D75,I78
I12,I51
D62,N25
F03,K05
D40,I86
I01,I09
J18,L85
C15,J69
G95,J18
K56,N89
G95,R33
J96,R34
A39,E41
M20,S83
H49,L60
K41,M24
D09,R23
G91,J69
B70,H33
C17,D12
I51,R55
I74,T18
D64,I30
E55,E86
F60,J44
C53,N28
I13,M93
C56,D84
G50,Q01
K52,K65
G47,R09
B00,Q64
I25,I30
G51,J38
M06,M24
E24,I73
D72,M10
D65,J86
L98,N25
C46,T66
H05,N17
A98,E50
C06,C31
G30,I46
I79,N39
A54,G95
C70,I80
K59,Q03
H53,H61
J02,L28
D59,E32
G45,J18
G30,L98
F60,H04
I43,R59
C25,D69
T19,Y43
H54,O87
J30,K63
C60,R33
E04,G45
E87,S77
J98,K36
D68,J45
G35,K63
F51,R55
H10,I74
F48,R13
A00,F60
I11,N39
I84,J20
R11,T37
G35,R15
H92,H95
D47,L08
A41,Y46
J93,N17
L89,M79
I26,M93
H33,I08
A41,D59
D47,R11
L60,R09
E07,S72
D56,M32
D66,I95
G03,R26
K58,M94
C22,K59
I45,J64
I95,M48
K44,R30
I11,Q24
E78,M77
D75,E07
B02,M75
A41,M14
I43,J15
I11,L08
E88,R17
B96,R78
K30,K65
E05,I82
C61,N26
A41,I86
C09,D00
G25,Q06
C15,C40
K29,T39
T17,Y44
R13,R29
B15,D04
G51,G63
C71,G70
F10,I10
K62,T17
I45,K10
I69,K51
N17,S52
E50,K56
E86,K11
I51,M46
E83,K50
K82,M25
A88,G56
H10,T42
D75,I81
F48,R70
H27,R01
S41,Y62
Q25,Q67
I51,R15
I50,S88
L92,L98
B35,R07
D38,I27
D80,R09
I10,M10
J02,R26
J42,Q27
C67,N28
B35,R94
N42,T15
A48,R34
K29,S37
D47,S72
J44,T82
J33,K20
C67,C71
L30,R63
F33,M31
L22,L28
M00,Q76
H13,M42
B08,G45
Q06,R59
D45,J13
K40,T17
E52,L20
M06,Y36
K59,R31
C80,I12
E21,T85
G21,S51
D75,G72
H74,Y63
G25,N94
J12,M25
F51,R15
D48,J69
K92,L04
A84,L01
F06,I95
J69,N19
C01,I72
D83,J01
E85,J12
K56,M43
E53,E86
C18,D37
E74,G32
D74,J98
K20,K85
C91,K80
M33,R60
G12,L29
G91,H36
G92,T18
C57,M72
I72,J15
H53,Q89
K12,L28
M46,T42
M81,N19
B36,Q03
C80,K66
I79,T38
H65,R51
D68,I13
E27,M19
C54,D61
D45,R60
E27,L29
H46,K44
K83,T18
K29,M11
S06,S73
C54,K38
G90,M93
D15,D35
J96,T78
M15,M47
C64,T45
D12,K44
D38,F70
M06,R40
K73,M81
S15,T50
D75,L40
C19,D27
G96,R51
H36,I44
H26,L40
S36,S72
G57,M23
K05,L04
L22,R26
L44,R59
E32,M81
J46,R78
T15,Y42
E14,M00
H36,H81
E87,S88
J69,K21
I74,R40
B35,D47
A41,C77
C22,R09
C41,D38
I73,R63
H05,H50
F42,H10
R32,Y56
G25,K04
H36,H66
R60,S50
G25,Q40
B35,G90
H91,J47
C78,G56
K27,M10
E83,I71
D20,D27
C56,C78
D12,E23
I72,R13
A27,E83
F63,S00
K12,R26
K65,K92
D18,N32
R26,Y63
G51,I45
M23,M81
G90,V91
E86,G45
C18,I67
I50,J31
A31,D75
H81,M33
J06,J33
C88,H35
A87,K76
G00,M32
L13,M13
I73,Q23
R42,R43
A54,A59
K76,R05
B96,C17
I38,R01
M23,N64
B80,E83
F60,S73
H51,M75
M21,Q76
I80,K13
L20,L23
D59,K61
A20,T90
J44,L05
D29,N39
I09,N35
C14,R90
I70,M40
R20,R79
C78,R05
D73,J44
B59,C37
M89,N94
M06,M12
C61,E29
G47,G71
M35,T84
L57,Q18
D68,S30
B00,R29
E88,I25
D21,K11
C62,D40
F90,S37
B30,H25
G54,H49
I12,R59
A41,L60
K73,R06
I05,M40
H02,S82
G72,L92
F50,J98
E03,M23
D29,L08
D62,Q78
B00,I31
I09,T46
D45,H53
D61,I83
Q06,R70
I38,R27
E40,H11
S63,T79
L93,M10
H73,K22
I74,M12
G41,L89
E67,N19
D13,D30
D33,I72
D83,F34
G43,N73
K80,K85
H92,J31
C16,K27
E78,I65
C69,E03
G92,Y36
H21,S85
I73,S31
N17,T82
B37,C16
K04,Q85
D89,L08
N48,P28
I12,J15
S42,Y50
C61,K60
G43,N95
I95,Q05
A41,N71
K63,K65
R07,R64
D89,R11
B82,L29
D56,N39
I15,J44
D02,R09
A02,K56
E07,I25
A18,K29
D61,Q01
D53,I83
A98,H65
G23,S10
I24,R31
H11,H70
A19,K51
I71,R00
K11,L53
E72,I27
M46,Q62
J01,T78
I10,Q27
G25,J14
L82,N40
G61,Y36
H10,I84
I43,M31
I33,K86
C41,M62
K41,Q44
S63,S93
G57,M25
L72,M84
I45,R40
L08,Y87
C05,L43
I07,L60
I35,Y63
D69,J70
D13,D52
L87,N35
E28,K92
G61,J93
D35,K08
J69,T27
K76,R55
F91,R25
K73,L94
K25,K28
C69,R19
I01,J32
K63,T68
B02,I49
K60,N40
I69,T45
C71,J31
B66,C71
G92,R40
S06,T47
D64,H92
E87,H10
C70,L30
H01,Y56
H10,N48
H70,M93
E83,R81
M45,R26
G81,S06
C71,H10
H40,L89
E56,K26
A07,H26
D47,I25
D45,G83
I45,Q22
K00,T23
J12,M76
K83,R40
B85,T42
G56,J43
H52,K82
A40,B85
R03,R55
I50,Q90
C31,K04
I12,R13
E85,I35
C66,K50
F48,L85
C92,G41
H43,T79
I37,I73
C43,G82
N71,N83
G70,J41
C16,Q43
E86,T19
I77,M25
J70,M25
D04,I73
A04,C13
L53,R53
H66,H74
F91,R47
K11,L82
H02,H43
H50,R51
D58,K62
C14,Q34
G00,J39
L89,P28
I47,J67
D07,N85
E54,F10
A42,B24
I51,J04
L50,N88
J32,K63
E21,I48
M96,T42
D16,L68
D68,E78
R33,T87
J32,Q34
H35,K92
L50,R94
A04,A27
T20,T27
G63,R94
E40,K26
A27,E14
G81,N50
I74,K41
K58,L40
C94,D80
K75,M60
C56,D65
K14,R53
D58,Y87
C80,R79
R54,R63
F60,R98
I78,J70
C49,D16
C74,K65
M30,R04
H15,R07
K50,K58
M48,R83
I31,R79
I50,J63
G03,M32
G83,M25
I08,I98
N35,N82
M46,N48
C79,I30
D16,Q66
L10,L25
C78,D07
C09,F10
A36,L89
H11,S11
F60,T47
L42,L44
D14,J31
D86,N20
Q70,S70
I67,M75
I81,R52
D68,I38
L12,L67
B37,M43
H53,L53
M70,M79
C77,D21
R94,T17
D59,L12
A66,N28
G20,I71
R11,R34
J30,J44
J42,J47
D64,G44
R47,T42
C91,K37
C78,R15
J69,K40
M43,N34
K50,N17
C32,Y51
D62,L83
A46,I73
H04,H18
I69,T17
K90,N17
J02,M32
J39,R13
I79,L66
C46,T87
E56,F33
I69,M86
I70,L57
C92,N19
M21,M33
H91,T42
H16,Y51
I07,Q39
C74,E25
M15,Q06
N41,N97
I84,R25
M32,N73
J36,K30
M32,R57
B68,J20
C93,G21
G81,N30
H66,R45
J18,T87
E56,I69
K58,R25
F10,F17
A37,J38
B34,I25
A66,E03
G25,L30
J86,N17
C41,K91
I86,L29
B00,L51
I74,K25
G90,G96
C26,I26
E24,E28
D62,I27
E40,F33
A40,J15
D47,T80
M87,T66
S83,S90
E85,F01
F63,T42
T42,T85
C66,I71
L30,L71
L08,M79
G81,G93
K11,R33
H66,Y89
C03,I49
L29,L41
E05,S52
G57,I67
C70,G82
G25,K31
G93,S15
C32,R06
A31,E83
B02,K10
N32,R64
B86,I70
H61,N36
D27,N64
K59,M33
D59,N82
J41,J46
E40,I69
B45,K52
M15,N94
D68,I73
D24,N84
B02,G37
B37,Y52
E07,R00
B54,C95
F41,L84
I74,I85
K83,Q44
I47,K66
J13,S41
L30,M88
J98,N70
A53,D25
E63,S10
C19,J43
J45,M10
I51,J60
M02,T45
E01,T78
D83,I50
K31,M23
H10,J01
S25,T81
B24,D68
I83,J13
A53,K06
K40,R03
D59,H16
E63,J96
E51,E54
S06,S90
I12,M31
D14,Q90
G57,M76
G03,J39
T42,T75
M21,N45
G47,G81
I84,K14
F33,G47
E22,H81
J99,R04
G20,R81
B02,T18
F22,N95
F22,T58
B38,D89
H54,Q85
A19,T45
D69,M25
I67,R23
D72,J47
D58,M79
I38,T79
B59,R00
M40,N95
I08,S72
F22,X92
I83,R60
E22,H66
E16,I51
A39,H11
C74,E86
F41,J42
J01,M85
C67,N23
O73,S37
G83,I67
E20,N25
D05,I10
C55,I10
F73,K59
J02,J39
J70,M76
K21,M79
D89,I25
F65,T51
J98,K26
M70,N36
F33,G61
A30,G96
C78,D21
C34,C64
D32,G51
J30,N30
G72,I77
R11,T78
C80,K02
I27,K30
G00,I40
N42,N48
K29,R09
I62,J44
B01,B26
J46,T78
G23,R61
I45,K25
G00,T38
J15,R60
R13,R31
L29,T37
C25,C80
C00,T85
E27,T46
H10,S04
G52,H73
L30,N17
L13,N28
M14,R12
D73,N15
H66,L72
M21,R01
F20,M85
G83,L58
G30,I71
Q26,R11
H27,M48
F60,G60
A22,W53
F42,G20
I20,Q21
G54,I87
G81,I43
G25,G82
H02,H35
I67,S49
J31,K85
H43,S49
I20,K92
C64,R90
J39,K07
I01,K63
D75,I89
F10,L10
M35,T46
H27,I45
M21,R27
K31,M25
G92,I85
A80,I25
B83,K29
J67,N48
K25,K62
E78,R20
F48,G47
F07,R21
N03,R25
E03,E31
D37,J03
D83,R57
M05,M85
M95,M96
L08,N36
C03,K10
I33,R53
B45,R26
J42,T42
K20,T59
J68,N20
K59,R01
E67,G25
D40,D48
F20,G72
H66,Q26
G47,M62
I73,K58
I12,L85
J99,M15
I13,M60
H31,H53
G56,M20
F73,K05
H91,I84
D68,I07
D72,F70
I05,I20
B35,N43
H60,H92
M81,T73
J02,N39
G91,R42
I38,K82
J15,K21
I71,K90
C80,R27
B34,R00
C23,D01
A08,B58
R25,R44
D13,K91
E06,F52
C38,Q45
D52,K91
J66,K29
G71,R64
B02,J93
C84,E86
I95,S40
D38,N64
H91,N48
B37,Q45
L60,M62
E31,N64
J37,K13
I51,S73
I82,J98
I73,N17
C78,J04
J41,V97
D62,T93
D86,L53
F63,I84
H81,Q78
I44,J41
K26,R13
M24,R79
I74,K65
C49,N17
G95,N34
G82,Q68
C81,K76
D62,H40
S30,S77
F20,L40
A52,A69
A04,I60
E53,J06
J43,M05
A87,H83
E83,J32
B24,J47
K61,L30
A69,S72
I48,R79
S42,S73
H74,I31
N83,R06
D69,I67
D07,N83
E78,G52
G21,P35
C48,K62
D52,N00
D38,K81
B02,R40
T85,Y56
L98,T93
G95,I72
D50,Y52
J12,K27
C88,J06
K63,L90
D72,I74
C54,N83
A87,C70
A41,D48
G30,R81
K63,Y60
E86,M93
F90,R09
I47,R79
G45,N34
C43,L89
C22,D38
B96,I81
C60,N34
E87,G20
F60,L03
C91,D89
D16,E55
E63,F03
G82,Y84
K20,T18
J44,L60
B78,N28
S63,T11
I44,R21
C14,J44
R21,T78
B37,Y53
A81,C46
F07,T14
F60,R70
J32,J44
I38,M48
I06,I77
T28,T43
I35,R18
N70,N92
B48,M21
G45,I72
D69,L58
K22,R42
J69,T81
D69,M76
A41,K05
G93,S10
R79,T56
D46,Q06
C14,H04
K82,Q43
G47,L52
Q03,Q04
E87,L25
F42,G50
H11,K08
B01,N30
K20,M24
B96,G72
I38,I45
H11,T67
G93,J96
J67,N40
E21,M41
B37,D61
G35,N15
G54,M95
A27,K85
I69,R90
I08,I25
D33,L51
D07,R32
I95,L94
R26,R29
D41,N39
D07,O22
Q44,R11
D69,E31
B01,G93
I73,R82
E40,N89
B77,T84
S42,S83
L12,R60
I82,S52
K91,M10
I36,R18
A02,D12
J15,T27
M25,M40
K29,N26
I25,M77
A53,J46
I83,T69
I67,J64
G21,T57
I35,Q84
M48,M66
B35,S98
F17,I27
A41,H73
F48,T87
C67,D47
A03,D21
D04,I02
I13,J13
C54,I82
B07,C06
D02,D38
C75,D61
I78,L58
I67,K10
J06,Q61
B38,C38
E88,K90
I06,M08
G56,M96
C78,J60
D64,M89
H66,T67
D75,G51
K92,N20
H16,H43
F34,M40
I80,R94
H25,I51
F03,N97
A02,D64
C53,Q79
A05,G70
D45,I42
F01,F03
E16,J15
J15,T69
I89,M86
K65,R34
D56,D62
A98,M20
J03,J31
C41,G00
J06,K56
G54,N20
C32,L04
D35,R53
D24,E88
J18,K85
E53,R44
I51,T47
C91,E24
K14,K59
A40,F43
K92,Q89
C70,L89
H91,J01
A40,C12
A41,B67
D18,N60
J13,J42
H61,R57
B15,I12
M47,M89
G92,T68
K20,Y36
J44,Q39
D86,J18
H40,K03
E23,H53
M20,P70
K60,N95
E72,M81
H18,H70
I67,T18
L53,N63
I86,N35
K62,N21
G90,M51
H10,I50
A40,D75
M19,M87
I99,S42
D68,S37
E24,R09
B37,J41
G70,R32
B65,N48
D80,K91
H51,R40
S41,T11
E87,G50
L89,S51
D21,M93
B90,M21
C79,E20
F06,F42
G81,H83
E65,M20
A63,C53
K14,N63
A83,C16
I43,T87
B27,L27
R06,T17
D35,I05
G70,I82
H50,K91
E41,F60
T16,T69
F20,S50
D47,Y63
N60,Q10
A48,J03
D25,N75
M21,T79
B25,J20
I97,K12
D50,Q45
D11,D16
E16,H81
K40,N21
H20,M35
A06,J13
E41,G35
D47,K90
E72,K81
E73,N30
B38,J96
M81,T85
L51,R60
H81,I45
R47,S04
I47,K02
A04,R94
I85,K27
I35,K44
J43,R13
B37,R21
H01,J32
M54,N19
M33,T85
J33,K09
T58,X95
D84,E31
A41,M19
F07,L75
A77,D59
J01,J03
L90,R07
I95,K83
E73,G93
A69,I25
A41,L29
M05,S50
D47,D57
G10,R32
K38,K40
H92,K01
G70,I77
B44,D14
K56,Q82
M24,R01
C80,T79
E21,I80
H91,S04
G56,K62
K74,R04
S85,S88
I77,K27
J70,K27
L10,L67
G43,Q24
M21,S93
K59,Q78
B02,D51
C13,E87
K30,R44
H61,R26
A06,R60
I40,L94
K13,X95
E14,K07
G63,I83
K27,T42
K92,R71
C69,E78
G43,R11
M02,R90
I02,I80
D73,L03
K85,R94
H54,J98
B35,C79
C72,J12
H16,H49
D75,Q66
H26,Q66
C80,J38
I36,K44
D14,G50
H00,R51
A40,K74
G83,I11
B45,M32
N39,R03
K10,M35
F73,H25
K13,L43
N17,N32
M24,R27
K36,Q43
E14,Y42
I80,I99
C95,I99
D72,I84
D33,Q03
E50,K26
B02,K25
A49,D64
I08,R00
A53,I08
E72,Q72
G25,L89
I84,Q28
F93,R63
J47,M77
F34,J86
I71,Q64
A41,T84
F39,I27
E24,L50
I95,L23
B37,N85
A88,I51
K91,Q27
I87,I97
R20,R23
D50,D61
I07,M19
J14,J99
C07,K11
B02,D83
I01,J44
F31,T28
E83,K63
D12,R12
I07,L29
I67,Y36
D64,I65
L72,N63
D50,K38
B26,J43
A50,H05
B19,H66
E83,R15
I85,Q43
E63,L21
H10,R57
J85,J86
I25,I65
K29,K60
L93,T42
G35,G60
H02,H61
D72,N48
H10,N95
K62,N50
N13,N80
G63,K22
I30,J41
B02,I85
G60,N17
J45,J47
C76,J02
H54,M06
F43,K08
F34,L57
F43,T67
H69,I97
J06,R20
A04,G90
A40,G32
I73,R30
D82,G20
L08,L28
N17,Q39
I99,S06
E20,I27
M70,R26
C93,G41
N80,R23
H65,K29
G25,M61
I44,L75
H69,J01
T66,T81
K56,Q85
D62,M81
H36,K02
J04,K13
H11,H21
I21,I97
I51,S90
L27,Y44
K05,R17
J41,J43
K28,K31
I67,R40
I51,R59
I21,J01
C53,I95
A06,H53
D83,M32
C40,I80
G58,R19
F39,L87
E05,T44
G50,S10
C92,T81
D01,K29
D06,J98
F06,R51
H44,T90
I95,K65
K13,M06
F43,S27
C64,N21
D35,I02
K60,L73
Q89,S70
C80,K82
F39,F70
H18,M06
D74,L60
G36,G82
I21,K81
L98,M81
Q38,T18
F91,N28
A41,F73
N45,R57
D64,G43
R32,R39
D37,J43
I42,M60
